title_x,author(s)_x,average_rating_x,isbn13,language_code_x,num_pages_x,ratings_count_x,text_reviews_count_x,publication_date_x,publisher_x,title_y,author(s)_y,average_rating_y,language_code_y,num_pages_y,ratings_count_y,text_reviews_count_y,publication_date_y,publisher_y,genres
anna karenina,leo tolstoy/amy mandelker/constance garnett,4.05,9781593080273,eng,803,9564,726,7/1/2003,Barnes & Noble Classics,Anna Karenina,Leo Tolstoy/Amy Mandelker/Constance Garnett,4.05,eng,803.0,9564.0,726.0,7/1/2003,Barnes & Noble Classics,"['fiction', 'russian literature', 'classic literature', 'literature', 'drama', 'romance', 'history', 'russia', 'love', 'marriage', 'classics', 'biography']"
anna karenina,leo tolstoy/louise maude/aylmer maude,4.05,9780486437965,eng,752,474,72,11/23/2004,Dover Publications,Anna Karenina,Leo Tolstoy/Louise Maude/Aylmer Maude,4.05,eng,752.0,474.0,72.0,11/23/2004,Dover Publications,"['fiction', 'russian literature', 'classic literature', 'literature', 'drama', 'romance', 'history', 'russia', 'love', 'marriage', 'classics', 'biography']"
anna karenina,leo tolstoy/constance garnett/amy mandelker,4.05,9781593081775,eng,803,303,48,8/26/2004,Barnes & Noble,Anna Karenina,Leo Tolstoy/Constance Garnett/Amy Mandelker,4.05,eng,803.0,303.0,48.0,8/26/2004,Barnes & Noble,"['fiction', 'russian literature', 'classic literature', 'literature', 'drama', 'romance', 'history', 'russia', 'love', 'marriage', 'classics', 'biography']"
dinner with anna karenina,gloria goldreich,2.99,9780778322276,eng,360,411,65,1/28/2006,Mira Books,Dinner with Anna Karenina,Gloria Goldreich,2.99,eng,360.0,411.0,65.0,1/28/2006,Mira Books,"['fiction', 'divorce']"
tolstoy: anna karenina,anthony thorlby,4.19,9780521313254,eng,128,1204,33,11/26/1987,Cambridge University Press,Tolstoy: Anna Karenina,Anthony Thorlby,4.19,eng,128.0,1204.0,33.0,11/26/1987,Cambridge University Press,[]
untouchable,mulk raj anand/e.m. forster,3.71,9780140183955,eng,160,3429,279,7/3/1990,Penguin Books,Untouchable,Mulk Raj Anand/E.M. Forster,3.71,eng,160.0,3429.0,279.0,7/3/1990,Penguin Books,['fiction']
the untouchable,john banville,3.95,9780679767473,eng,367,2163,216,6/30/1998,Vintage,The Untouchable,John Banville,3.95,eng,367.0,2163.0,216.0,6/30/1998,Vintage,"['fiction', 'history', 'literature']"
the untouchables,eliot ness/oscar fraley,3.89,9781568491981,eng,256,613,31,2/1/1996,Buccaneer Books,The Untouchables,Eliot Ness/Oscar Fraley,3.89,eng,256.0,613.0,31.0,2/1/1996,Buccaneer Books,[]
untouchables: my family's triumphant journey out of the caste system in modern india,narendra jadhav,3.82,9780743270793,en-US,320,308,40,9/27/2005,Scribner,Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India,Narendra Jadhav,3.82,en-US,320.0,308.0,40.0,9/27/2005,Scribner,['biography']
dalit: the black untaouchables of india,v.t. rajshekar/y.n. kly,4.2,9780932863058,eng,100,10,0,1/28/1995,Clarity Press,Dalit: The Black Untaouchables of India,V.T. Rajshekar/Y.N. Kly,4.2,eng,100.0,10.0,0.0,1/28/1995,Clarity Press,"['sociology', 'social science']"
growing up untouchable in india: a dalit autobiography,vasant moon/gail omvedt/eleanor zelliot,3.65,9780742508804,eng,224,16,4,12/20/2000,Rowman & Littlefield Publishers,Growing Up Untouchable in India: A Dalit Autobiography,Vasant Moon/Gail Omvedt/Eleanor Zelliot,3.65,eng,224.0,16.0,4.0,12/20/2000,Rowman & Littlefield Publishers,[]
the evidence-based social work skills book,barry r. cournoyer,3.4,9780205358625,eng,216,10,0,9/22/2003,Pearson,The Evidence-Based Social Work Skills Book,Barry R. Cournoyer,3.4,eng,216.0,10.0,0.0,9/22/2003,Pearson,[]
"a wrinkle in time: a guide for using ""a wrinkle in time"" in the classroom",john carratello/patty carratello/theresa wright,4.0,9781557344038,eng,48,17,0,9/28/1991,Teacher Created Resources,"A Wrinkle in Time: A Guide for Using ""A Wrinkle in Time"" in the Classroom",John Carratello/Patty Carratello/Theresa Wright,4.0,eng,48.0,17.0,0.0,9/28/1991,Teacher Created Resources,[]
wrinkles in time,george smoot/keay davidson,4.01,9780380720446,eng,360,1035,23,10/1/1994,Harper Perennial,Wrinkles in Time,George Smoot/Keay Davidson,4.01,eng,360.0,1035.0,23.0,10/1/1994,Harper Perennial,[]
a wrinkle in time: with related readings (a wrinkle in time quintet #1),madeleine l'engle,4.0,9780821925324,eng,250,36,6,5/1/2002,EMC/Paradigm Publishing,A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),Madeleine L'Engle,4.0,eng,250.0,36.0,6.0,5/1/2002,EMC/Paradigm Publishing,"['love', 'fiction', 'science fiction', 'time travel', 'classics', 'picture books']"
literature circle guide: a wrinkle in time,tara maccarthy,3.6,9780439271691,eng,32,15,0,1/1/2002,Teaching Resources,Literature Circle Guide: A Wrinkle in Time,Tara MacCarthy,3.6,eng,32.0,15.0,0.0,1/1/2002,Teaching Resources,[]
una arruga en el tiempo – a wrinkle in time,madeleine l'engle,4.0,9780606105262,spa,205,6,1,6/1/1984,Turtleback Books,Una arruga en el tiempo – A Wrinkle in Time,Madeleine L'Engle,4.0,spa,205.0,6.0,1.0,6/1/1984,Turtleback Books,"['love', 'fiction', 'science fiction', 'time travel', 'classics', 'picture books']"
the long shadow (the morland dynasty  #6),cynthia harrod-eagles,4.12,9780751506433,eng,367,376,17,6/1/1994,Little  Brown Book Group,The Long Shadow (The Morland Dynasty  #6),Cynthia Harrod-Eagles,4.12,eng,367.0,376.0,17.0,6/1/1994,Little  Brown Book Group,[]
a long shadow (inspector ian rutledge  #8),charles todd,4.11,9780060786717,eng,352,3086,237,1/3/2006,William Morrow,A Long Shadow (Inspector Ian Rutledge  #8),Charles Todd,4.11,eng,352.0,3086.0,237.0,1/3/2006,William Morrow,"['fiction', 'police']"
long way round: chasing shadows across the world,ewan mcgregor/charley boorman/robert uhlig,3.94,9780743499347,en-US,320,352,44,11/1/2005,Atria Books,Long Way Round: Chasing Shadows Across the World,Ewan McGregor/Charley Boorman/Robert Uhlig,3.94,en-US,320.0,352.0,44.0,11/1/2005,Atria Books,"['biography', 'travel', 'cycling']"
a shadow in summer (long price quartet  #1),daniel abraham,3.6,9780765313409,eng,331,9852,633,3/7/2006,Tor Books,A Shadow in Summer (Long Price Quartet  #1),Daniel Abraham,3.6,eng,331.0,9852.0,633.0,3/7/2006,Tor Books,['fiction']
new hope for the dead (hoke mosely #2),charles willeford/james lee burke,3.9,9781400032495,eng,244,821,78,8/10/2004,Vintage Crime/Black Lizard,New Hope for the Dead (Hoke Mosely #2),Charles Willeford/James Lee Burke,3.9,eng,244.0,821.0,78.0,8/10/2004,Vintage Crime/Black Lizard,"['fiction', 'police', 'mystery']"
sideswipe: a hoke moseley novel,charles willeford/lawrence block,4.05,9781400032488,eng,215,731,72,3/8/2005,Vintage Crime/Black Lizard,Sideswipe: A Hoke Moseley Novel,Charles Willeford/Lawrence Block,4.05,eng,215.0,731.0,72.0,3/8/2005,Vintage Crime/Black Lizard,"['fiction', 'police', 'mystery', 'american', 'literary criticism']"
miami blues (hoke moseley #1),charles willeford/elmore leonard,3.94,9781400032464,eng,191,2897,178,8/10/2004,Vintage Crime/Black Lizard,Miami Blues (Hoke Moseley #1),Charles Willeford/Elmore Leonard,3.94,eng,191.0,2897.0,178.0,8/10/2004,Vintage Crime/Black Lizard,"['police', 'fiction', 'mystery']"
the burnt orange heresy (vintage crime/black lizard),charles willeford,3.89,9780679732525,eng,144,98,11,10/3/1990,Vintage,The Burnt Orange Heresy (Vintage Crime/Black Lizard),Charles Willeford,3.89,eng,144.0,98.0,11.0,10/3/1990,Vintage,['fiction']
i am charlotte simmons,tom wolfe,3.42,9780312424442,eng,738,20888,1688,8/30/2005,Picador USA,I am Charlotte Simmons,Tom Wolfe,3.42,eng,738.0,20888.0,1688.0,8/30/2005,Picador USA,['fiction']
poetry for young people: edward lear,edward lear/laura huliska-beith/edward mendelson,3.91,9780806930770,eng,48,66,19,10/1/2001,Sterling,Poetry for Young People: Edward Lear,Edward Lear/Laura Huliska-Beith/Edward Mendelson,3.91,eng,48.0,66.0,19.0,10/1/2001,Sterling,['biography']
the puffin book of nonsense verse,quentin blake,4.02,9780140366600,eng,287,81,6,10/3/1996,Puffin,The Puffin Book of Nonsense Verse,Quentin Blake,4.02,eng,287.0,81.0,6.0,10/3/1996,Puffin,"['fiction', 'literature', 'poetry', 'anthologies', 'collections']"
henry miller on writing,henry miller/thomas h. moore,4.22,9780811201124,eng,217,981,52,2/1/1964,New Directions Publishing,Henry Miller on Writing,Henry Miller/Thomas H. Moore,4.22,eng,217.0,981.0,52.0,2/1/1964,New Directions Publishing,[]
quiet days in clichy,henry miller,3.69,9780802130167,eng,154,3381,141,1/13/1994,Grove Press,Quiet Days in Clichy,Henry Miller,3.69,eng,154.0,3381.0,141.0,1/13/1994,Grove Press,[]
tropic of cancer,henry miller/jiří níl,3.68,9780802131782,eng,318,53206,2376,1/6/1994,Grove Press,Tropic of Cancer,Henry Miller/Jiří Níl,3.68,eng,318.0,53206.0,2376.0,1/6/1994,Grove Press,"['fiction', 'history']"
tropic of capricorn,henry miller,3.78,9780802151827,eng,348,14872,459,1/13/1994,Grove Press,Tropic of Capricorn,Henry Miller,3.78,eng,348.0,14872.0,459.0,1/13/1994,Grove Press,"['fiction', 'humor']"
nexus (the rosy crucifixion  #3),henry miller,4.1,9780802151780,eng,316,3261,58,1/13/1994,Grove Press,Nexus (The Rosy Crucifixion  #3),Henry Miller,4.1,eng,316.0,3261.0,58.0,1/13/1994,Grove Press,[]
sexus (the rosy crucifixion  #1),henry miller,3.98,9780802151803,eng,506,7805,251,1/12/1994,Grove Press,Sexus (The Rosy Crucifixion  #1),Henry Miller,3.98,eng,506.0,7805.0,251.0,1/12/1994,Grove Press,"['biography', 'fiction']"
the air-conditioned nightmare,henry miller,3.83,9780811201063,eng,292,2699,142,1/17/1970,New Directions,The Air-Conditioned Nightmare,Henry Miller,3.83,eng,292.0,2699.0,142.0,1/17/1970,New Directions,"['travel', 'united states']"
the portrait of a lady,henry james/patricia crick,3.78,9780141439631,eng,797,61640,1951,9/30/2003,Penguin Classics,The Portrait of a Lady,Henry James/Patricia Crick,3.78,eng,797.0,61640.0,1951.0,9/30/2003,Penguin Classics,"['fiction', 'marriage', 'classic literature', 'historical fiction', 'romance', 'film']"
the portrait of a lady,henry james/gabriel brownstein/mary cregan,3.78,9781593080969,eng,635,392,41,1/16/2004,Barnes  Noble Classics,The Portrait of a Lady,Henry James/Gabriel Brownstein/Mary Cregan,3.78,eng,635.0,392.0,41.0,1/16/2004,Barnes  Noble Classics,"['fiction', 'roman', 'italy']"
writing,marguerite duras,3.75,9781571290533,eng,91,778,44,5/6/1999,Brookline Books,Writing,Marguerite Duras,3.75,eng,91.0,778.0,44.0,5/6/1999,Brookline Books,[]
the war,marguerite duras/barbara bray,3.85,9781565842212,eng,192,963,65,8/1/1994,The New Press,The War,Marguerite Duras/Barbara Bray,3.85,eng,192.0,963.0,65.0,8/1/1994,The New Press,['biography']
the ravishing of lol stein,marguerite duras/richard seever,3.66,9780394743042,en-US,181,2057,128,3/12/1986,Pantheon,The Ravishing of Lol Stein,Marguerite Duras/Richard Seever,3.66,en-US,181.0,2057.0,128.0,3/12/1986,Pantheon,[]
love letters,kahlil gibran/suheil bushrui/salma h. al-kuzbari,3.68,9781851681822,eng,178,203,8,7/1/1999,One World (UK),Love Letters,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,3.68,eng,178.0,203.0,8.0,7/1/1999,One World (UK),[]
kahlil gibran: his life and world,jean gibran/جبران خليل جبران/kahlil gibran,4.21,9781566562492,eng,464,35,2,4/1/1998,Interlink Publishing Group,Kahlil Gibran: His Life and World,Jean Gibran/جبران خليل جبران/Kahlil Gibran,4.21,eng,464.0,35.0,2.0,4/1/1998,Interlink Publishing Group,"['biography', 'lebanon', 'united states', 'philosophy']"
the beloved: reflections on the path of the heart,kahlil gibran/john walbridge/robin waterfield,4.19,9780140195538,eng,102,328,16,1/1/1998,Penguin Books,The Beloved: Reflections on the Path of the Heart,Kahlil Gibran/John Walbridge/Robin Waterfield,4.19,eng,102.0,328.0,16.0,1/1/1998,Penguin Books,[]
jesus the son of man,kahlil gibran/جبران خليل جبران,3.98,9780394431246,eng,216,1308,82,2/21/1995,Knopf,Jesus the Son of Man,Kahlil Gibran/جبران خليل جبران,3.98,eng,216.0,1308.0,82.0,2/21/1995,Knopf,"['fiction', 'biography']"
the broken wings,kahlil gibran/جبران خليل جبران/anthony rizcallah ferris,3.92,9780806501901,eng,132,6432,517,3/3/2003,Citadel,The Broken Wings,Kahlil Gibran/جبران خليل جبران/Anthony Rizcallah Ferris,3.92,eng,132.0,6432.0,517.0,3/3/2003,Citadel,"['fiction', 'literature']"
sand and foam,kahlil gibran/جبران خليل جبران,4.08,9780679439202,eng,100,3015,217,6/14/2011,Knopf,Sand and Foam,Kahlil Gibran/جبران خليل جبران,4.08,eng,100.0,3015.0,217.0,6/14/2011,Knopf,[]
treasure island,robert louis stevenson,3.83,9780753453803,eng,311,318753,6734,9/15/2001,Kingfisher,Treasure Island,Robert Louis Stevenson,3.83,eng,311.0,318753.0,6734.0,9/15/2001,Kingfisher,"['fiction', 'pirates', 'literature', 'history', 'classic literature', 'fantasy', 'graphic novels', 'suspense', 'classics', 'literary criticism', 'nonfiction', 'thriller', 'historical fiction', 'english literature']"
treasure island,robert louis stevenson/scott mckowen,3.83,9781402714573,en-US,213,420,42,10/1/2004,Sterling Children's Books,Treasure Island,Robert Louis Stevenson/Scott McKowen,3.83,en-US,213.0,420.0,42.0,10/1/2004,Sterling Children's Books,"['fiction', 'pirates', 'literature', 'history', 'classic literature', 'fantasy', 'graphic novels', 'suspense', 'classics', 'literary criticism', 'nonfiction', 'thriller', 'historical fiction', 'english literature']"
treasure island,robert louis stevenson/n.c. wyeth/timothy meis,3.83,9780689854682,eng,64,104,14,7/1/2003,Atheneum Books for Young Readers,Treasure Island,Robert Louis Stevenson/N.C. Wyeth/Timothy Meis,3.83,eng,64.0,104.0,14.0,7/1/2003,Atheneum Books for Young Readers,"['fiction', 'pirates', 'literature', 'history', 'classic literature', 'fantasy', 'graphic novels', 'suspense', 'classics', 'literary criticism', 'nonfiction', 'thriller', 'historical fiction', 'english literature']"
treasure island,robert louis stevenson/milo winter,3.83,9780517221143,en-US,272,56,4,9/3/2002,Gramercy Books,Treasure Island,Robert Louis Stevenson/Milo Winter,3.83,en-US,272.0,56.0,4.0,9/3/2002,Gramercy Books,"['fiction', 'pirates', 'literature', 'history', 'classic literature', 'fantasy', 'graphic novels', 'suspense', 'classics', 'literary criticism', 'nonfiction', 'thriller', 'historical fiction', 'english literature']"
treasure island (great illustrated classics),deidre s. laiken/a.j. mcallister/robert louis stevenson,4.05,9781577658054,eng,232,91,16,1/31/2006,Abdo Publishing Company,Treasure Island (Great Illustrated Classics),Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson,4.05,eng,232.0,91.0,16.0,1/31/2006,Abdo Publishing Company,"['fiction', 'pirates', 'literature', 'history', 'classic literature', 'fantasy', 'graphic novels', 'suspense', 'classics', 'literary criticism', 'nonfiction', 'thriller', 'historical fiction', 'english literature']"
100 years of lynchings,ralph ginzburg,4.61,9780933121188,eng,270,88,4,11/22/1996,Black Classic Press,100 Years of Lynchings,Ralph Ginzburg,4.61,eng,270.0,88.0,4.0,11/22/1996,Black Classic Press,[]
cien años de soledad,gabriel garcía márquez,4.07,9780785950103,spa,448,63,7,1/1/1990,French & European,Cien años de soledad,Gabriel García Márquez,4.07,spa,448.0,63.0,7.0,1/1/1990,French & European,"['fiction', 'fantasy', 'literature']"
on beyond zebra!,dr. seuss,4.04,9780394800844,eng,64,2815,164,9/12/1955,Random House Books for Young Readers,On Beyond Zebra!,Dr. Seuss,4.04,eng,64.0,2815.0,164.0,9/12/1955,Random House Books for Young Readers,"['animals', 'poetry']"
the wedding clause,debbie raleigh,3.6,9780821778258,eng,256,95,13,6/7/2005,Zebra,The Wedding Clause,Debbie Raleigh,3.6,eng,256.0,95.0,13.0,6/7/2005,Zebra,"['marriage', 'fiction']"
the zebra wall,kevin henkes,3.44,9780060733032,eng,147,217,24,2/15/2005,Greenwillow Books,The Zebra Wall,Kevin Henkes,3.44,eng,147.0,217.0,24.0,2/15/2005,Greenwillow Books,"['fiction', 'family']"
el perfume: historia de un asesino,patrick süskind,4.02,9788432216060,spa,239,4136,255,6/1/2002,Booket,El perfume: Historia de un asesino,Patrick Süskind,4.02,spa,239.0,4136.0,255.0,6/1/2002,Booket,"['historical fiction', 'psychological thriller', 'dark fantasy', 'murder mystery', 'love', 'fiction']"
the door into summer,robert a. heinlein,4.01,9780345413994,eng,304,17232,649,6/17/1997,Del Rey,The Door Into Summer,Robert A. Heinlein,4.01,eng,304.0,17232.0,649.0,6/17/1997,Del Rey,"['science fiction', 'time travel', 'fiction', 'history']"
stranger in a strange land,robert a. heinlein,3.92,9780441788385,eng,528,251872,6241,10/1/1991,Ace,Stranger in a Strange Land,Robert A. Heinlein,3.92,eng,528.0,251872.0,6241.0,10/1/1991,Ace,"['fiction', 'science fiction', 'religion', 'cults']"
to sail beyond the sunset,robert a. heinlein,3.87,9780441748600,en-US,434,10293,193,6/1/1988,Ace Books,To Sail Beyond the Sunset,Robert A. Heinlein,3.87,en-US,434.0,10293.0,193.0,6/1/1988,Ace Books,['science fiction']
job: a comedy of justice,robert a. heinlein,3.78,9780345316509,en-US,439,15970,438,10/12/1985,Del Rey,Job: A Comedy of Justice,Robert A. Heinlein,3.78,en-US,439.0,15970.0,438.0,10/12/1985,Del Rey,"['science fiction', 'god', 'fiction']"
time for the stars (heinlein's juveniles  #10),robert a. heinlein,3.97,9780765314932,eng,256,6898,200,8/8/2006,Tor Books,Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,3.97,eng,256.0,6898.0,200.0,8/8/2006,Tor Books,"['science fiction', 'fiction']"
the long dark tea-time of the soul (dirk gently  #2),douglas adams,4.06,9780671742515,en-US,307,67803,1401,2/15/1991,Pocket Books,The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,4.06,en-US,307.0,67803.0,1401.0,2/15/1991,Pocket Books,"['fiction', 'science fiction', 'english literature']"
the salmon of doubt (dirk gently  #3),douglas adams,3.93,9780345455291,eng,298,22091,746,4/26/2005,Del Rey,The Salmon of Doubt (Dirk Gently  #3),Douglas Adams,3.93,eng,298.0,22091.0,746.0,4/26/2005,Del Rey,"['fiction', 'science fiction', 'english literature', 'short stories']"
wish you were here: the official biography of douglas adams,nick  webb,4.14,9780345476517,eng,368,2623,49,12/27/2005,Del Rey,Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,4.14,eng,368.0,2623.0,49.0,12/27/2005,Del Rey,['biography']
douglas adams's starship titanic,terry jones,3.6,9780345368430,eng,256,885,84,10/27/1998,Ballantine Books,Douglas Adams's Starship Titanic,Terry Jones,3.6,eng,256.0,885.0,84.0,10/27/1998,Ballantine Books,[]
salmon of doubt: hitchhiking the galaxy one last time,douglas adams/christopher cerf,3.93,9781417622856,eng,336,5,0,7/1/2003,Turtleback Books,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams/Christopher Cerf,3.93,eng,336.0,5.0,0.0,7/1/2003,Turtleback Books,"['fiction', 'science fiction', 'english literature', 'short stories']"
the phantom tollbooth: a children's play in two acts,susan nanus/norton juster,4.13,9780573650963,eng,72,100,13,1/12/2011,Samuel French  Inc.,The Phantom Tollbooth: A Children's Play in Two Acts,Susan Nanus/Norton Juster,4.13,eng,72.0,100.0,13.0,1/12/2011,Samuel French  Inc.,[]
